file	format	type	num_seqs	sum_len	min_len	avg_len	max_len
Empty_116_S155_trimmed_R2_001.fastq.gz	FASTQ	DNA	151189	44355257	0	293.4	301
Empty_117_S161_trimmed_R1_001.fastq.gz	FASTQ	DNA	175655	52275211	0	297.6	301
Empty_117_S161_trimmed_R2_001.fastq.gz	FASTQ	DNA	175655	51219563	0	291.6	301
Empty_118_S164_trimmed_R1_001.fastq.gz	FASTQ	DNA	14497	4227640	0	291.6	301
Empty_118_S164_trimmed_R2_001.fastq.gz	FASTQ	DNA	14497	3986363	0	275.0	301
Empty_119_S166_trimmed_R1_001.fastq.gz	FASTQ	DNA	192451	57306393	0	297.8	301
Empty_119_S166_trimmed_R2_001.fastq.gz	FASTQ	DNA	192451	54648953	0	284.0	301
Empty_11_S11_trimmed_R1_001.fastq.gz	FASTQ	DNA	2	601	300	300.5	301
Empty_11_S11_trimmed_R2_001.fastq.gz	FASTQ	DNA	2	301	0	150.5	301
Empty_120_S167_trimmed_R1_001.fastq.gz	FASTQ	DNA	267349	79924577	0	299.0	301
Empty_120_S167_trimmed_R2_001.fastq.gz	FASTQ	DNA	267349	77885090	0	291.3	301
Empty_121_S171_trimmed_R1_001.fastq.gz	FASTQ	DNA	14826	4320156	0	291.4	301
Empty_121_S171_trimmed_R2_001.fastq.gz	FASTQ	DNA	14826	4137681	0	279.1	301
Empty_122_S172_trimmed_R1_001.fastq.gz	FASTQ	DNA	116171	34598351	0	297.8	301
Empty_122_S172_trimmed_R2_001.fastq.gz	FASTQ	DNA	116171	33653417	0	289.7	301
Empty_123_S174_trimmed_R1_001.fastq.gz	FASTQ	DNA	272914	81309050	0	297.9	301
Empty_123_S174_trimmed_R2_001.fastq.gz	FASTQ	DNA	272914	79603317	0	291.7	301
Empty_124_S175_trimmed_R1_001.fastq.gz	FASTQ	DNA	161468	46285501	0	286.7	301
Empty_124_S175_trimmed_R2_001.fastq.gz	FASTQ	DNA	161468	47189058	0	292.3	301
Empty_125_S177_trimmed_R1_001.fastq.gz	FASTQ	DNA	75835	22434081	0	295.8	301
Empty_125_S177_trimmed_R2_001.fastq.gz	FASTQ	DNA	75835	22064181	0	290.9	301
Empty_126_S182_trimmed_R1_001.fastq.gz	FASTQ	DNA	138089	40877345	0	296.0	301
Empty_126_S182_trimmed_R2_001.fastq.gz	FASTQ	DNA	138089	39684536	0	287.4	301
Empty_127_S190_trimmed_R1_001.fastq.gz	FASTQ	DNA	65878	19576123	0	297.2	301
Empty_127_S190_trimmed_R2_001.fastq.gz	FASTQ	DNA	65878	18983411	0	288.2	301
Empty_128_S191_trimmed_R1_001.fastq.gz	FASTQ	DNA	128220	38189275	0	297.8	301
Empty_128_S191_trimmed_R2_001.fastq.gz	FASTQ	DNA	128220	37089452	0	289.3	301
Empty_129_S193_trimmed_R1_001.fastq.gz	FASTQ	DNA	280154	83609573	0	298.4	301
Empty_129_S193_trimmed_R2_001.fastq.gz	FASTQ	DNA	280154	81511206	0	291.0	301
Empty_12_S12_trimmed_R1_001.fastq.gz	FASTQ	DNA	1	98	98	98.0	98
Empty_12_S12_trimmed_R2_001.fastq.gz	FASTQ	DNA	1	56	56	56.0	56
Empty_130_S199_trimmed_R1_001.fastq.gz	FASTQ	DNA	296674	88827982	0	299.4	301
Empty_130_S199_trimmed_R2_001.fastq.gz	FASTQ	DNA	296674	86107195	0	290.2	301
Empty_131_S207_trimmed_R1_001.fastq.gz	FASTQ	DNA	238362	71168199	0	298.6	301
Empty_131_S207_trimmed_R2_001.fastq.gz	FASTQ	DNA	238362	68850231	0	288.8	301
Empty_132_S208_trimmed_R1_001.fastq.gz	FASTQ	DNA	18042	5300814	0	293.8	301
Empty_132_S208_trimmed_R2_001.fastq.gz	FASTQ	DNA	18042	4983779	0	276.2	301
Empty_133_S220_trimmed_R1_001.fastq.gz	FASTQ	DNA	126646	37778959	0	298.3	301
Empty_133_S220_trimmed_R2_001.fastq.gz	FASTQ	DNA	126646	33288924	0	262.9	301
Empty_134_S221_trimmed_R1_001.fastq.gz	FASTQ	DNA	158584	47374643	0	298.7	301
Empty_134_S221_trimmed_R2_001.fastq.gz	FASTQ	DNA	158584	45756777	0	288.5	301
Empty_135_S226_trimmed_R1_001.fastq.gz	FASTQ	DNA	197486	58884734	0	298.2	301
Empty_135_S226_trimmed_R2_001.fastq.gz	FASTQ	DNA	197486	56835249	0	287.8	301
Empty_136_S231_trimmed_R1_001.fastq.gz	FASTQ	DNA	256374	76746310	0	299.4	301
Empty_136_S231_trimmed_R2_001.fastq.gz	FASTQ	DNA	256374	74228454	0	289.5	301
Empty_137_S233_trimmed_R1_001.fastq.gz	FASTQ	DNA	244635	72970179	0	298.3	301
Empty_137_S233_trimmed_R2_001.fastq.gz	FASTQ	DNA	244635	71216742	0	291.1	301
Empty_138_S237_trimmed_R1_001.fastq.gz	FASTQ	DNA	11778	3462705	0	294.0	301
Empty_138_S237_trimmed_R2_001.fastq.gz	FASTQ	DNA	11778	3294854	0	279.7	301
Empty_139_S243_trimmed_R1_001.fastq.gz	FASTQ	DNA	13885	4084372	0	294.2	301
Empty_139_S243_trimmed_R2_001.fastq.gz	FASTQ	DNA	13885	3916646	0	282.1	301
Empty_13_S13_trimmed_R1_001.fastq.gz	FASTQ	DNA	2	602	301	301.0	301
Empty_13_S13_trimmed_R2_001.fastq.gz	FASTQ	DNA	2	601	300	300.5	301
Empty_140_S246_trimmed_R1_001.fastq.gz	FASTQ	DNA	270973	81061491	0	299.1	301
Empty_140_S246_trimmed_R2_001.fastq.gz	FASTQ	DNA	270973	78103848	0	288.2	301
Empty_141_S248_trimmed_R1_001.fastq.gz	FASTQ	DNA	329536	98263918	0	298.2	301
Empty_141_S248_trimmed_R2_001.fastq.gz	FASTQ	DNA	329536	94655156	0	287.2	301
Empty_142_S266_trimmed_R1_001.fastq.gz	FASTQ	DNA	238965	71437288	0	298.9	301
Empty_142_S266_trimmed_R2_001.fastq.gz	FASTQ	DNA	238965	69124507	0	289.3	301
Empty_143_S267_trimmed_R1_001.fastq.gz	FASTQ	DNA	13573	3992658	0	294.2	301
Empty_143_S267_trimmed_R2_001.fastq.gz	FASTQ	DNA	13573	3836929	0	282.7	301
Empty_144_S271_trimmed_R1_001.fastq.gz	FASTQ	DNA	467572	139745414	0	298.9	301
Empty_144_S271_trimmed_R2_001.fastq.gz	FASTQ	DNA	467572	136712014	0	292.4	301
Empty_145_S278_trimmed_R1_001.fastq.gz	FASTQ	DNA	13101	3843952	0	293.4	301
Empty_145_S278_trimmed_R2_001.fastq.gz	FASTQ	DNA	13101	3636921	0	277.6	301
Empty_146_S289_trimmed_R1_001.fastq.gz	FASTQ	DNA	15823	4647820	0	293.7	301
Empty_146_S289_trimmed_R2_001.fastq.gz	FASTQ	DNA	15823	4422321	0	279.5	301
Empty_147_S302_trimmed_R1_001.fastq.gz	FASTQ	DNA	465773	139583235	0	299.7	301
Empty_147_S302_trimmed_R2_001.fastq.gz	FASTQ	DNA	465773	136549247	0	293.2	301
Empty_148_S303_trimmed_R1_001.fastq.gz	FASTQ	DNA	15042	4410568	0	293.2	301
Empty_148_S303_trimmed_R2_001.fastq.gz	FASTQ	DNA	15042	4155026	0	276.2	301
Empty_149_S304_trimmed_R1_001.fastq.gz	FASTQ	DNA	23337	6834010	0	292.8	301
Empty_149_S304_trimmed_R2_001.fastq.gz	FASTQ	DNA	23337	6339845	0	271.7	301
Empty_14_S14_trimmed_R1_001.fastq.gz	FASTQ	DNA	1	300	300	300.0	300
Empty_14_S14_trimmed_R2_001.fastq.gz	FASTQ	DNA	1	301	301	301.0	301
Empty_150_S316_trimmed_R1_001.fastq.gz	FASTQ	DNA	460747	138045597	0	299.6	301
Empty_150_S316_trimmed_R2_001.fastq.gz	FASTQ	DNA	460747	135139177	0	293.3	301
Empty_151_S317_trimmed_R1_001.fastq.gz	FASTQ	DNA	321079	96294998	0	299.9	301
Empty_151_S317_trimmed_R2_001.fastq.gz	FASTQ	DNA	321079	94555188	0	294.5	301
Empty_152a_S318_trimmed_R1_001.fastq.gz	FASTQ	DNA	505252	151338217	0	299.5	301
Empty_152a_S318_trimmed_R2_001.fastq.gz	FASTQ	DNA	505252	148275244	0	293.5	301
Empty_152b_S322_trimmed_R1_001.fastq.gz	FASTQ	DNA	294651	88349027	0	299.8	301
Empty_152b_S322_trimmed_R2_001.fastq.gz	FASTQ	DNA	294651	85859088	0	291.4	301
Empty_153_S327_trimmed_R1_001.fastq.gz	FASTQ	DNA	380653	114157343	0	299.9	301
Empty_153_S327_trimmed_R2_001.fastq.gz	FASTQ	DNA	380653	111515722	0	293.0	301
Empty_154_S329_trimmed_R1_001.fastq.gz	FASTQ	DNA	287065	86037899	0	299.7	301
Empty_154_S329_trimmed_R2_001.fastq.gz	FASTQ	DNA	287065	84276595	0	293.6	301
Empty_155_S333_trimmed_R1_001.fastq.gz	FASTQ	DNA	10856	3182081	0	293.1	301
Empty_155_S333_trimmed_R2_001.fastq.gz	FASTQ	DNA	10856	3017326	0	277.9	301
Empty_156_S342_trimmed_R1_001.fastq.gz	FASTQ	DNA	347648	104181121	0	299.7	301
Empty_156_S342_trimmed_R2_001.fastq.gz	FASTQ	DNA	347648	101522460	0	292.0	301
Empty_157_S344_trimmed_R1_001.fastq.gz	FASTQ	DNA	366428	109785238	0	299.6	301
Empty_157_S344_trimmed_R2_001.fastq.gz	FASTQ	DNA	366428	106839401	0	291.6	301
Empty_158_S345_trimmed_R1_001.fastq.gz	FASTQ	DNA	337803	101233320	0	299.7	301
Empty_158_S345_trimmed_R2_001.fastq.gz	FASTQ	DNA	337803	98482633	0	291.5	301
Empty_159_S347_trimmed_R1_001.fastq.gz	FASTQ	DNA	444894	133341597	0	299.7	301
Empty_159_S347_trimmed_R2_001.fastq.gz	FASTQ	DNA	444894	131010995	0	294.5	301
Empty_15_S15_trimmed_R1_001.fastq.gz	FASTQ	DNA	1	301	301	301.0	301
Empty_15_S15_trimmed_R2_001.fastq.gz	FASTQ	DNA	1	301	301	301.0	301
Empty_160_S353_trimmed_R1_001.fastq.gz	FASTQ	DNA	337016	101046431	0	299.8	301
Empty_160_S353_trimmed_R2_001.fastq.gz	FASTQ	DNA	337016	98856326	0	293.3	301
Empty_161_S362_trimmed_R1_001.fastq.gz	FASTQ	DNA	339666	101818514	0	299.8	301
Empty_161_S362_trimmed_R2_001.fastq.gz	FASTQ	DNA	339666	99226079	0	292.1	301
Empty_162_S363_trimmed_R1_001.fastq.gz	FASTQ	DNA	12437	3655071	0	293.9	301
Empty_162_S363_trimmed_R2_001.fastq.gz	FASTQ	DNA	12437	3454199	0	277.7	301
Empty_163_S364_trimmed_R1_001.fastq.gz	FASTQ	DNA	377153	112952027	0	299.5	301
Empty_163_S364_trimmed_R2_001.fastq.gz	FASTQ	DNA	377153	110271244	0	292.4	301
Empty_164_S367_trimmed_R1_001.fastq.gz	FASTQ	DNA	469019	140673449	0	299.9	301
Empty_164_S367_trimmed_R2_001.fastq.gz	FASTQ	DNA	469019	136572290	0	291.2	301
Empty_165_S374_trimmed_R1_001.fastq.gz	FASTQ	DNA	328972	98606036	0	299.7	301
Empty_165_S374_trimmed_R2_001.fastq.gz	FASTQ	DNA	328972	96469360	0	293.2	301
Empty_166_S385_trimmed_R1_001.fastq.gz	FASTQ	DNA	3	703	113	234.3	298
Empty_166_S385_trimmed_R2_001.fastq.gz	FASTQ	DNA	3	655	160	218.3	250
Empty_167_S386_trimmed_R1_001.fastq.gz	FASTQ	DNA	3	903	301	301.0	301
Empty_167_S386_trimmed_R2_001.fastq.gz	FASTQ	DNA	3	903	301	301.0	301
Empty_168_S387_trimmed_R1_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_168_S387_trimmed_R2_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_169_S388_trimmed_R1_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_169_S388_trimmed_R2_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_16_S16_trimmed_R1_001.fastq.gz	FASTQ	DNA	3	287	2	95.7	244
Empty_16_S16_trimmed_R2_001.fastq.gz	FASTQ	DNA	3	273	1	91.0	270
Empty_170_S389_trimmed_R1_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_170_S389_trimmed_R2_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_171_S390_trimmed_R1_001.fastq.gz	FASTQ	DNA	2	600	299	300.0	301
Empty_171_S390_trimmed_R2_001.fastq.gz	FASTQ	DNA	2	601	300	300.5	301
Empty_172_S391_trimmed_R1_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_172_S391_trimmed_R2_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_173_S392_trimmed_R1_001.fastq.gz	FASTQ	DNA	1	301	301	301.0	301
Empty_173_S392_trimmed_R2_001.fastq.gz	FASTQ	DNA	1	301	301	301.0	301
Empty_174_S393_trimmed_R1_001.fastq.gz	FASTQ	DNA	25	5218	69	208.7	301
Empty_174_S393_trimmed_R2_001.fastq.gz	FASTA	Unlimit	25	3333	0	133.3	301
Empty_175_S394_trimmed_R1_001.fastq.gz	FASTQ	DNA	9	2241	98	249.0	301
Empty_175_S394_trimmed_R2_001.fastq.gz	FASTQ	DNA	9	869	0	96.6	300
Empty_176_S395_trimmed_R1_001.fastq.gz	FASTQ	DNA	1	301	301	301.0	301
Empty_176_S395_trimmed_R2_001.fastq.gz	FASTQ	DNA	1	301	301	301.0	301
Empty_177_S396_trimmed_R1_001.fastq.gz	FASTQ	DNA	12	2377	23	198.1	301
Empty_177_S396_trimmed_R2_001.fastq.gz	FASTQ	DNA	12	1550	0	129.2	301
Empty_178_S397_trimmed_R1_001.fastq.gz	FASTQ	DNA	34	5797	35	170.5	301
Empty_178_S397_trimmed_R2_001.fastq.gz	FASTQ	DNA	34	5822	0	171.2	301
Empty_179_S398_trimmed_R1_001.fastq.gz	FASTQ	DNA	26	5603	0	215.5	301
Empty_179_S398_trimmed_R2_001.fastq.gz	FASTA	Unlimit	26	3042	0	117.0	301
Empty_17_S17_trimmed_R1_001.fastq.gz	FASTQ	DNA	2	602	301	301.0	301
Empty_17_S17_trimmed_R2_001.fastq.gz	FASTQ	DNA	2	580	279	290.0	301
Empty_180_S399_trimmed_R1_001.fastq.gz	FASTQ	DNA	11	2301	90	209.2	301
Empty_180_S399_trimmed_R2_001.fastq.gz	FASTA	Unlimit	11	1507	0	137.0	301
Empty_181_S400_trimmed_R1_001.fastq.gz	FASTQ	DNA	19	4385	0	230.8	301
Empty_181_S400_trimmed_R2_001.fastq.gz	FASTQ	DNA	19	2843	0	149.6	301
Empty_182_S401_trimmed_R1_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_182_S401_trimmed_R2_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_183_S402_trimmed_R1_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_183_S402_trimmed_R2_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_184_S403_trimmed_R1_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_184_S403_trimmed_R2_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_185_S404_trimmed_R1_001.fastq.gz	FASTQ	DNA	1	301	301	301.0	301
Empty_185_S404_trimmed_R2_001.fastq.gz	FASTQ	DNA	1	301	301	301.0	301
Empty_186_S405_trimmed_R1_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_186_S405_trimmed_R2_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_187_S406_trimmed_R1_001.fastq.gz			0	0	0	0.0	0
Empty_187_S406_trimmed_R2_001.fastq.gz			0	0	0	0.0	0
Empty_188_S407_trimmed_R1_001.fastq.gz	FASTQ	DNA	1	301	301	301.0	301
Empty_188_S407_trimmed_R2_001.fastq.gz	FASTQ	DNA	1	301	301	301.0	301
Empty_189_S408_trimmed_R1_001.fastq.gz	FASTQ	DNA	6	1804	299	300.7	301
Empty_189_S408_trimmed_R2_001.fastq.gz	FASTQ	DNA	6	1541	43	256.8	301
Empty_18_S18_trimmed_R1_001.fastq.gz	FASTQ	DNA	4	1204	301	301.0	301
Empty_18_S18_trimmed_R2_001.fastq.gz	FASTQ	DNA	4	1204	301	301.0	301
Empty_190_S409_trimmed_R1_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_190_S409_trimmed_R2_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_191_S410_trimmed_R1_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_191_S410_trimmed_R2_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_192_S411_trimmed_R1_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_192_S411_trimmed_R2_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_193_S412_trimmed_R1_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_193_S412_trimmed_R2_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_194_S413_trimmed_R1_001.fastq.gz	FASTQ	DNA	2	563	262	281.5	301
Empty_194_S413_trimmed_R2_001.fastq.gz	FASTQ	DNA	2	279	42	139.5	237
Empty_195_S414_trimmed_R1_001.fastq.gz	FASTQ	DNA	1	301	301	301.0	301
Empty_195_S414_trimmed_R2_001.fastq.gz	FASTQ	DNA	1	278	278	278.0	278
Empty_196_S415_trimmed_R1_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_196_S415_trimmed_R2_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_197_S416_trimmed_R1_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_197_S416_trimmed_R2_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_198_S417_trimmed_R1_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_198_S417_trimmed_R2_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_199_S418_trimmed_R1_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_199_S418_trimmed_R2_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_19_S19_trimmed_R1_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_19_S19_trimmed_R2_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_1_S1_trimmed_R1_001.fastq.gz	FASTQ	DNA	1	301	301	301.0	301
Empty_1_S1_trimmed_R2_001.fastq.gz	FASTQ	DNA	1	259	259	259.0	259
Empty_200_S419_trimmed_R1_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_200_S419_trimmed_R2_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_201_S420_trimmed_R1_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_201_S420_trimmed_R2_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_202_S421_trimmed_R1_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_202_S421_trimmed_R2_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_203_S422_trimmed_R1_001.fastq.gz	FASTQ	DNA	2	602	301	301.0	301
Empty_203_S422_trimmed_R2_001.fastq.gz	FASTQ	DNA	2	545	244	272.5	301
Empty_204_S423_trimmed_R1_001.fastq.gz	FASTQ	DNA	1	301	301	301.0	301
Empty_204_S423_trimmed_R2_001.fastq.gz	FASTQ	DNA	1	301	301	301.0	301
Empty_205_S424_trimmed_R1_001.fastq.gz	FASTQ	DNA	3	902	300	300.7	301
Empty_205_S424_trimmed_R2_001.fastq.gz	FASTQ	DNA	3	885	283	295.0	301
Empty_206_S425_trimmed_R1_001.fastq.gz	FASTA	Unlimit	3	597	0	199.0	301
Empty_206_S425_trimmed_R2_001.fastq.gz	FASTA	Unlimit	3	600	0	200.0	300
Empty_207_S426_trimmed_R1_001.fastq.gz	FASTQ	DNA	1	301	301	301.0	301
Empty_207_S426_trimmed_R2_001.fastq.gz	FASTQ	DNA	1	301	301	301.0	301
Empty_208_S427_trimmed_R1_001.fastq.gz	FASTQ	DNA	2	601	300	300.5	301
Empty_208_S427_trimmed_R2_001.fastq.gz	FASTQ	DNA	2	602	301	301.0	301
Empty_209_S428_trimmed_R1_001.fastq.gz	FASTQ	DNA	10	2638	104	263.8	301
Empty_209_S428_trimmed_R2_001.fastq.gz	FASTQ	DNA	10	1609	6	160.9	301
Empty_20_S20_trimmed_R1_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_20_S20_trimmed_R2_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_210_S429_trimmed_R1_001.fastq.gz	FASTQ	DNA	8	1206	88	150.8	301
Empty_210_S429_trimmed_R2_001.fastq.gz	FASTQ	DNA	8	1233	26	154.1	301
Empty_211_S430_trimmed_R1_001.fastq.gz	FASTQ	DNA	6	1425	99	237.5	301
Empty_211_S430_trimmed_R2_001.fastq.gz	FASTQ	DNA	6	1533	187	255.5	301
Empty_212_S431_trimmed_R1_001.fastq.gz	FASTQ	DNA	1	301	301	301.0	301
Empty_212_S431_trimmed_R2_001.fastq.gz	FASTQ	DNA	1	301	301	301.0	301
Empty_213_S432_trimmed_R1_001.fastq.gz	FASTQ	DNA	10	2057	36	205.7	301
Empty_213_S432_trimmed_R2_001.fastq.gz	FASTQ	DNA	10	1719	0	171.9	301
Empty_214_S433_trimmed_R1_001.fastq.gz	FASTQ	DNA	13	3499	72	269.2	301
Empty_214_S433_trimmed_R2_001.fastq.gz	FASTQ	DNA	13	3610	0	277.7	301
Empty_215_S434_trimmed_R1_001.fastq.gz	FASTQ	DNA	7	2105	300	300.7	301
Empty_215_S434_trimmed_R2_001.fastq.gz	FASTQ	DNA	7	1934	203	276.3	301
Empty_216_S435_trimmed_R1_001.fastq.gz	FASTQ	DNA	10	2960	256	296.0	301
Empty_216_S435_trimmed_R2_001.fastq.gz	FASTQ	DNA	10	2655	64	265.5	301
Empty_217_S436_trimmed_R1_001.fastq.gz	FASTQ	DNA	1	301	301	301.0	301
Empty_217_S436_trimmed_R2_001.fastq.gz	FASTQ	DNA	1	301	301	301.0	301
Empty_218_S437_trimmed_R1_001.fastq.gz	FASTQ	DNA	11	3310	300	300.9	301
Empty_218_S437_trimmed_R2_001.fastq.gz	FASTQ	DNA	11	3308	300	300.7	301
Empty_219_S438_trimmed_R1_001.fastq.gz	FASTQ	DNA	6	1802	297	300.3	301
Empty_219_S438_trimmed_R2_001.fastq.gz	FASTQ	DNA	6	1697	197	282.8	301
Empty_21_S21_trimmed_R1_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_21_S21_trimmed_R2_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_220_S439_trimmed_R1_001.fastq.gz	FASTQ	DNA	10	3009	300	300.9	301
Empty_220_S439_trimmed_R2_001.fastq.gz	FASTQ	DNA	10	2963	273	296.3	301
Empty_221_S440_trimmed_R1_001.fastq.gz	FASTQ	DNA	4	1203	300	300.8	301
Empty_221_S440_trimmed_R2_001.fastq.gz	FASTQ	DNA	4	1203	300	300.8	301
Empty_222_S441_trimmed_R1_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_222_S441_trimmed_R2_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_223_S442_trimmed_R1_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_223_S442_trimmed_R2_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_224_S443_trimmed_R1_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_224_S443_trimmed_R2_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_225_S444_trimmed_R1_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_225_S444_trimmed_R2_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_226_S445_trimmed_R1_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_226_S445_trimmed_R2_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_227_S446_trimmed_R1_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_227_S446_trimmed_R2_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_228_S447_trimmed_R1_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_228_S447_trimmed_R2_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_229_S448_trimmed_R1_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_229_S448_trimmed_R2_001.fastq.gz		DNA	0	0	0	0.0	0
Empty_22_S22_trimmed_R1_001.fastq.gz		DNA	0	0	0	0.0	0
